,SPCD,DIA_cm,HT_m,STATUSCD,CBH_m,CROWN_RADIUS_m,X_m,Y_m
14885,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048879.605779488,2089229.1089805611
14886,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048875.922285076,2089236.475477123
14887,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048900.5504909777,2089236.0225011592
14888,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048875.121392042,2089230.300503546
14889,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048859.2678524405,2089221.8181594303
14890,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048885.538956545,2089245.7037010847
14891,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048865.2582582317,2089223.908965106
14892,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048890.1698973896,2089208.5473745768
14893,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048878.619523596,2089248.677135551
14894,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048872.396192828,2089256.1817578452
14895,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048905.341720683,2089228.973327075
14896,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048905.5191029024,2089244.172227441
14897,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048861.2473903184,2089240.6130621585
14898,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048878.693659022,2089246.5588675055
14899,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048869.7479152936,2089244.158068828
14900,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048876.64329046,2089226.2968004176
14901,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048905.122300752,2089241.8309625564
14902,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048892.5201234668,2089243.9182869224
14903,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048861.7845193169,2089223.2657412947
14904,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048892.8218700336,2089219.9096853803
14905,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048885.947111033,2089207.716605106
14906,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048869.908857999,2089218.909292921
14907,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048868.2392572968,2089247.6839676683
14908,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048865.5335900225,2089253.7160890887
14909,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048892.243553333,2089220.613887372
14910,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048904.0374417235,2089239.270930513
14911,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048854.1308183856,2089226.4877809635
14912,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048887.9597648412,2089227.192823429
14913,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048872.1235356636,2089241.958462788
14914,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048860.390994596,2089223.043451511
14915,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048887.1282996256,2089226.6358508416
14916,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048888.2475223232,2089250.2649293751
14917,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048891.3350590137,2089237.984774441
14918,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048893.922578266,2089241.3362853108
14919,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048874.461554372,2089205.023810332
14920,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048854.7628477544,2089218.6864842188
14921,108,20.828,12.192,1,5.4864,1.3873497137328,-2048870.889576872,2089231.290602904
14922,108,20.828,12.192,1,5.4864,1.3873497137328,-2048895.9804544807,2089237.8398826283
14923,108,15.494,6.096,1,0.9144000000000004,1.0720429606117088,-2048875.9474077788,2089216.6785224564
14924,108,15.494,6.096,1,0.9144000000000004,1.0720429606117088,-2048894.7150958544,2089235.354957608
14925,108,14.986,7.315200000000001,1,1.8288,1.1351043112359271,-2048885.149962224,2089251.6359887992
14926,108,14.732,6.096,1,0.9144000000000004,1.0720429606117088,-2048852.9514615764,2089259.378675104
14927,108,14.732,6.096,1,0.9144000000000004,1.0720429606117088,-2048839.4421254396,2089223.548362061
14928,108,16.51,7.010400000000001,1,1.0515600000000005,1.2328494047034653,-2048820.527185585,2089232.9692606395
14929,108,16.51,7.010400000000001,1,1.0515600000000005,1.2328494047034653,-2048842.7893468705,2089233.089880348
14930,108,30.48,20.1168,1,11.06424,1.87292211353928,-2048873.514455896,2089217.2326232824
14931,108,30.48,20.1168,1,11.06424,1.87292211353928,-2048846.190242304,2089225.3984412232
14932,108,37.084,17.0688,1,6.82752,2.1188613809737302,-2048833.3003721477,2089240.625380976
14933,108,37.084,17.0688,1,6.82752,2.1188613809737302,-2048836.2466070696,2089228.9860430292
14934,108,24.892000000000003,11.8872,1,5.349239999999999,1.35266597088948,-2048857.4792650864,2089256.8472235957
14935,108,24.892000000000003,11.8872,1,5.349239999999999,1.35266597088948,-2048860.8165849224,2089249.3004610452
14936,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048859.939957927,2089231.442015837
14937,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048857.300682848,2089208.352310226
14938,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048862.030754224,2089228.4448567303
14939,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048840.5846782129,2089215.3276616104
14940,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048864.143428605,2089213.1296512436
14941,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048833.459032012,2089223.3547442867
14942,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048871.674716308,2089220.1110055624
14943,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048857.4051380807,2089237.59725122
14944,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048835.551752568,2089241.0395185205
14945,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048865.8961910277,2089222.8492931072
14946,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048828.3108994567,2089250.178108548
14947,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048878.1603970616,2089223.428627692
14948,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048835.6579343632,2089230.3224654463
14949,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048857.2936056876,2089246.263080114
14950,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048872.0082935037,2089231.455728988
14951,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048877.4387606608,2089235.3393255412
14952,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048852.476281777,2089237.5602667488
14953,108,16.002,9.7536,1,1.4630399999999997,1.7152687369787345,-2048840.3966415871,2089238.417833781
14954,108,16.002,9.7536,1,1.4630399999999997,1.7152687369787345,-2048840.0101634597,2089224.24573064
14955,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048825.1256078545,2089240.477840208
14956,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048851.2881109917,2089251.068905725
14957,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048879.471465516,2089226.1484233155
14958,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048841.523781712,2089255.3789163232
14959,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048843.2144059823,2089210.2233058051
14960,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048866.445176933,2089246.340734804
14961,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048832.3486333413,2089248.8747261572
14962,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048866.9812356548,2089226.642658028
14963,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048860.4956581616,2089227.6129600715
14964,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048854.2387770663,2089252.157377424
14965,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048854.1301224648,2089231.4350963645
14966,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048847.329356912,2089240.020975068
14967,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048847.7567948056,2089211.716860284
14968,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048836.52423468,2089214.6625619663
14969,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048845.2749460724,2089238.5109659464
14970,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048840.922847196,2089244.1778882148
14971,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048842.307743123,2089220.6597862504
14972,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048848.2755490236,2089253.8200342327
14973,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048842.559840176,2089243.419807867
14974,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048842.885554246,2089202.1414258743
14975,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048837.2686336087,2089220.85513496
14976,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048833.4109065467,2089214.4691239635
14977,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048851.6328615444,2089247.1894430176
14978,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048864.7792924764,2089230.726789671
14979,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048833.0072708928,2089212.074991837
14980,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048835.143463149,2089251.5919239917
14981,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048861.9111586907,2089239.9787383908
14982,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048839.0244210344,2089238.4444644416
14983,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048847.0247895496,2089253.5160542608
14984,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048840.674899696,2089232.339490801
14985,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048859.7740573909,2089222.0161653776
14986,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048866.4036916543,2089208.62973024
14987,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048855.357493112,2089246.0819890136
14988,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048832.1751430612,2089244.275067401
14989,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048860.93263306,2089232.568981021
14990,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048857.2916988689,2089235.2134133892
14991,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048858.067707124,2089226.348911364
14992,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048856.966899982,2089228.768098486
14993,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048860.49541756,2089232.2542533767
14994,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048867.6418590888,2089244.2297269085
14995,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048837.0407458197,2089252.8030934203
14996,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048859.528500723,2089257.5276685304
14997,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048841.9019245163,2089230.3289349624
14998,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048874.1002410809,2089244.2835640733
14999,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048873.5962333656,2089225.173430046
15000,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048840.028844655,2089238.395640459
15001,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048829.4638699533,2089217.773432223
15002,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048862.281607404,2089250.318817415
15003,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048862.6305453605,2089236.705536064
15004,108,20.828,12.192,1,5.4864,1.3873497137328,-2048872.349059252,2089212.2119870188
15005,108,20.828,12.192,1,5.4864,1.3873497137328,-2048853.4855503,2089248.8389844056
15006,108,15.494,6.096,1,0.9144000000000004,1.0720429606117088,-2048853.2401181704,2089237.9080158083
15007,108,15.494,6.096,1,0.9144000000000004,1.0720429606117088,-2048830.3116017524,2089244.988336188
15008,108,14.986,7.315200000000001,1,1.8288,1.1351043112359271,-2048826.9711904468,2089243.384217164
15009,108,14.732,6.096,1,0.9144000000000004,1.0720429606117088,-2049015.670132884,2089183.1402806093
15010,108,16.51,7.010400000000001,1,1.0515600000000005,1.2328494047034653,-2049025.5320892232,2089171.5355525373
15011,108,16.51,7.010400000000001,1,1.0515600000000005,1.2328494047034653,-2049057.8129063265,2089201.5572344735
15012,108,30.48,20.1168,1,11.06424,1.87292211353928,-2049045.259440232,2089193.501756512
15013,108,30.48,20.1168,1,11.06424,1.87292211353928,-2049036.1619662072,2089228.9405341449
15014,108,37.084,17.0688,1,6.82752,2.1188613809737302,-2049009.4444224252,2089201.404224708
15015,108,37.084,17.0688,1,6.82752,2.1188613809737302,-2049038.4756613355,2089218.8750707505
15016,108,24.892000000000003,11.8872,1,5.349239999999999,1.35266597088948,-2049055.349428092,2089185.747751296
15017,108,24.892000000000003,11.8872,1,5.349239999999999,1.35266597088948,-2049038.165544505,2089190.8011882775
15018,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049015.4747643264,2089180.9309092355
15019,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049027.634905784,2089227.1825692847
15020,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049008.503239557,2089193.2576076745
15021,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049033.3786205451,2089202.8738585296
15022,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049044.4090758767,2089197.542788296
15023,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049044.1348084651,2089217.1928292664
15024,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049040.872848873,2089191.6638505128
15025,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049017.664833163,2089182.5788938263
15026,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049021.8507501108,2089205.073013411
15027,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049033.9581193824,2089201.931889547
15028,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049017.005943335,2089193.0141001523
15029,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049023.4457904156,2089191.639855082
15030,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049045.6098965064,2089214.448632335
15031,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049023.441722423,2089202.736571836
15032,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049055.1746809003,2089200.2432829104
15033,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049015.704177315,2089203.925154782
15034,108,16.002,9.7536,1,1.4630399999999997,1.7152687369787345,-2049039.07211956,2089208.270319571
15035,108,16.002,9.7536,1,1.4630399999999997,1.7152687369787345,-2049058.6564799247,2089206.841569196
15036,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049022.2158556783,2089211.0421469384
15037,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049017.0890625007,2089193.101922177
15038,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049018.9514801835,2089187.5051281983
15039,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049032.333649074,2089218.9218143604
15040,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049049.15856661,2089197.9440874136
15041,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049041.0244774744,2089173.1636721608
15042,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049043.5527038288,2089210.4229016155
15043,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049056.127572964,2089202.858319498
15044,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049005.3282762305,2089197.270322295
15045,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049011.7039538508,2089209.9401617504
15046,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049053.172052601,2089189.235774556
15047,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049027.3096008792,2089193.1585697047
15048,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049053.863687727,2089188.18909049
15049,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049036.5235551312,2089223.875432487
15050,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049051.2323175792,2089199.2785826488
15051,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049019.5460850317,2089182.9859731256
15052,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049014.889651029,2089186.3928785613
15053,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049043.6496630297,2089190.611513991
15054,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049040.8269181391,2089194.477014332
15055,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049034.090051626,2089216.2304275872
15056,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049021.554614512,2089208.54654137
15057,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049044.1326179472,2089203.7795129071
15058,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049038.3486455632,2089196.9283190104
15059,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049048.8733198051,2089214.08298393
15060,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049037.1592736265,2089218.255916184
15061,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049056.6172327437,2089209.979558912
15062,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049015.8526129783,2089223.4672814747
15063,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049055.9861988549,2089198.472382028
15064,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049033.277733547,2089197.821125646
15065,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049033.363234024,2089170.9734427517
15066,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049041.0578703943,2089211.522743767
15067,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049042.6132900885,2089222.3648481276
15068,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049029.855533135,2089195.8204295791
15069,108,20.828,12.192,1,5.4864,1.3873497137328,-2049017.0072846224,2089221.5106318225
15070,108,20.828,12.192,1,5.4864,1.3873497137328,-2049033.8780216635,2089185.4053755235
15071,108,15.494,6.096,1,0.9144000000000004,1.0720429606117088,-2049051.211383544,2089210.2266799328
15072,108,15.494,6.096,1,0.9144000000000004,1.0720429606117088,-2049047.453620053,2089201.830226665
15073,108,14.986,7.315200000000001,1,1.8288,1.1351043112359271,-2049006.166307193,2089206.72182476
15074,108,14.986,7.315200000000001,1,1.8288,1.1351043112359271,-2049033.9171226355,2089193.792219645
15075,108,14.732,6.096,1,0.9144000000000004,1.0720429606117088,-2049003.6234665932,2089194.006084813
15076,108,14.732,6.096,1,0.9144000000000004,1.0720429606117088,-2049027.34633642,2089210.4872185008
15077,108,16.51,7.010400000000001,1,1.0515600000000005,1.2328494047034653,-2049010.80366916,2089180.714757596
15078,108,16.51,7.010400000000001,1,1.0515600000000005,1.2328494047034653,-2049005.176545058,2089207.975706576
15079,108,30.48,20.1168,1,11.06424,1.87292211353928,-2049027.2145844344,2089205.4115429444
15080,108,30.48,20.1168,1,11.06424,1.87292211353928,-2048996.224372688,2089219.1392770156
15081,108,37.084,17.0688,1,6.82752,2.1188613809737302,-2049023.1804688452,2089202.8960895643
15082,108,24.892000000000003,11.8872,1,5.349239999999999,1.35266597088948,-2049013.9755375704,2089194.8309846711
15083,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048992.282866095,2089214.5709047983
15084,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049019.9528117927,2089198.444598084
15085,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049021.6065648105,2089212.479607706
15086,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049003.561729317,2089221.9593886712
15087,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049021.5064068232,2089189.834847094
15088,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048990.0286888008,2089208.5720226648
15089,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049004.124014836,2089187.4686604207
15090,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049018.4326208213,2089184.11564088
15091,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049001.633822749,2089225.6762852476
15092,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048994.8254733,2089203.9102359256
15093,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048987.0690048456,2089189.352857128
15094,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048974.8939812635,2089185.837543476
15095,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048991.4085427003,2089172.1739009095
15096,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049006.13469862,2089197.226412915
15097,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049017.7358957408,2089194.31656567
15098,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2048998.7209631505,2089229.0748725096
15099,108,10.668,5.1816,1,1.03632,0.8576343684893672,-2049005.8248020348,2089183.921707383
15100,108,16.002,9.7536,1,1.4630399999999997,1.7152687369787345,-2048985.6953262647,2089222.318745005
15101,108,16.002,9.7536,1,1.4630399999999997,1.7152687369787345,-2049003.8109739688,2089175.7689698583
15102,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049003.72786485,2089191.680281934
15103,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049011.5360662232,2089182.7946866928
15104,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049005.1068184488,2089189.1103114777
15105,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048989.718500701,2089222.5896972888
15106,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049014.616952321,2089206.244383281
15107,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049001.11356032,2089199.383320628
15108,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049000.5935922128,2089180.8851141497
15109,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048991.283419591,2089212.1768182288
15110,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049024.1274621573,2089202.472373461
15111,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048990.6358105096,2089185.7579923808
15112,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048999.1318643016,2089185.9575107712
15113,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048989.0908379264,2089216.5613618377
15114,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049017.866361524,2089175.9795335063
15115,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2049004.040694224,2089181.639752756
15116,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048986.700410194,2089205.1323039436
15117,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048975.864104513,2089189.9359607373
15118,108,4.572,2.1336,1,0.3200400000000001,0.3752150362140981,-2048998.6222730123,2089176.9130171472
15119,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048974.868699869,2089203.670777376
15120,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2049026.2862512292,2089209.369336908
15121,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2049000.1818704857,2089204.86257036
15122,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048998.7134313716,2089193.9257829704
15123,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048985.669091181,2089198.725848638
15124,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2049018.6268809072,2089200.5439264155
15125,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048981.385991598,2089183.7860474563
15126,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2049019.309750476,2089209.3987154632
15127,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2049004.4956116213,2089211.666916569
15128,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048999.326739447,2089180.0842957487
15129,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048986.5055414496,2089200.724692176
15130,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2049007.9094624312,2089226.198946552
15131,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048973.6830371076,2089192.3873131836
15132,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048980.594303012,2089188.8274461064
15133,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048995.804429159,2089184.6909642848
15134,108,3.81,2.4384,1,0.6095999999999999,0.378368103745309,-2048985.796409353,2089175.452951324
15135,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048987.3121567564,2089219.9389018596
15136,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049002.0700930527,2089172.619537194
15137,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049008.231500076,2089228.0266442
15138,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048998.9869123483,2089192.6805290072
15139,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049010.8274285896,2089175.7875790095
15140,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048989.736403504,2089201.4555607776
15141,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049020.368890503,2089187.2494609824
15142,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048972.1241910527,2089205.1987776463
15143,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048993.8837565857,2089220.5328772448
15144,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049001.4217384344,2089216.9150117496
15145,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049011.3973477485,2089203.717903721
15146,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049000.7525967967,2089220.16526566
15147,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049024.4200438787,2089185.2992803203
15148,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048998.6078432195,2089192.8752093536
15149,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2049000.5916978607,2089194.2162591224
15150,108,4.572,2.7432000000000003,1,0.8229600000000001,0.3972865089325745,-2048995.859655712,2089179.783946466
15151,108,20.828,12.192,1,5.4864,1.3873497137328,-2048992.941382109,2089172.197755229
15152,108,20.828,12.192,1,5.4864,1.3873497137328,-2049010.6851300253,2089221.586212556
